index,year,artist.inverted,track,time,genre,date.entered,date.peaked,variable,value,date_billboard
22,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x29th.week,19.0,2000-11-11
23,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x25th.week,11.0,2000-10-14
24,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x26th.week,12.0,2000-10-21
25,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x15th.week,17.0,2000-08-05
26,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x4th.week,76.0,2000-05-20
27,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x4th.week,76.0,2000-05-20
28,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x33rd.week,36.0,2000-12-09
29,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x13th.week,23.0,2000-07-22
30,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x6th.week,37.0,2000-06-03
31,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x22nd.week,7.0,2000-09-23
32,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x24th.week,10.0,2000-10-07
33,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x16th.week,17.0,2000-08-12
34,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x23rd.week,8.0,2000-09-30
35,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,x5th.week,55.0,2000-05-27
36,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,x2nd.week,97.0,2000-06-10
37,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,x1st.week,97.0,2000-06-03
38,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,x3rd.week,89.0,2000-06-17
39,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,x9th.week,98.0,2000-07-29
40,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,x4th.week,89.0,2000-06-24
41,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,x8th.week,97.0,2000-07-22
42,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,x5th.week,94.0,2000-07-01
43,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,x7th.week,99.0,2000-07-15
44,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,x6th.week,90.0,2000-07-08
45,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,x4th.week,89.0,2000-06-24
46,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,x4th.week,89.0,2000-06-24
47,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x6th.week,48.0,2000-11-11
48,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x4th.week,61.0,2000-10-28
49,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x4th.week,61.0,2000-10-28
50,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x4th.week,61.0,2000-10-28
51,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x5th.week,53.0,2000-11-04
52,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x11th.week,44.0,2000-12-16
53,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x12th.week,49.0,2000-12-23
54,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x16th.week,68.0,2001-01-20
55,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x13th.week,53.0,2000-12-30
56,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x15th.week,66.0,2001-01-13
57,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x14th.week,61.0,2001-01-06
58,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x18th.week,85.0,2001-02-03
59,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x2nd.week,74.0,2000-10-14
60,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x7th.week,43.0,2000-11-18
61,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x8th.week,38.0,2000-11-25
62,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x9th.week,42.0,2000-12-02
63,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x19th.week,96.0,2001-02-10
64,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x10th.week,38.0,2000-12-09
65,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x3rd.week,64.0,2000-10-21
66,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x17th.week,80.0,2001-01-27
67,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,x1st.week,77.0,2000-10-07
68,2000,"Brock, Chad",A Country Boy Can Survive,3:54,Country,2000-01-01,2000-01-08,x3rd.week,92.0,2000-01-15
69,2000,"Brock, Chad",A Country Boy Can Survive,3:54,Country,2000-01-01,2000-01-08,x2nd.week,75.0,2000-01-08
70,2000,"Brock, Chad",A Country Boy Can Survive,3:54,Country,2000-01-01,2000-01-08,x1st.week,93.0,2000-01-01
71,2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x1st.week,75.0,2000-12-16
72,2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x2nd.week,82.0,2000-12-23
73,2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x4th.week,96.0,2001-01-06
74,2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x6th.week,99.0,2001-01-20
75,2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x4th.week,96.0,2001-01-06
76,2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x3rd.week,88.0,2000-12-30
77,2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x5th.week,99.0,2001-01-13
78,2000,"Clark, Terri",A Little Gasoline,3:07,Country,2000-12-16,2000-12-16,x4th.week,96.0,2001-01-06
79,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x25th.week,39.0,2000-09-23
80,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x9th.week,60.0,2000-06-03
81,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x19th.week,37.0,2000-08-12
82,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x5th.week,72.0,2000-05-06
83,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x12th.week,48.0,2000-06-24
84,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x15th.week,35.0,2000-07-15
85,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x4th.week,79.0,2000-04-29
86,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x11th.week,48.0,2000-06-17
87,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x4th.week,79.0,2000-04-29
88,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x10th.week,60.0,2000-06-10
89,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x3rd.week,80.0,2000-04-22
90,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x17th.week,30.0,2000-07-29
91,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x18th.week,32.0,2000-08-05
92,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x23rd.week,30.0,2000-09-09
93,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x24th.week,32.0,2000-09-16
94,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x13th.week,48.0,2000-07-01
95,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x8th.week,64.0,2000-05-27
96,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x22nd.week,28.0,2000-09-02
97,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x26th.week,35.0,2000-09-30
98,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x6th.week,73.0,2000-05-13
99,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x21st.week,31.0,2000-08-26
100,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x7th.week,65.0,2000-05-20
101,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x16th.week,32.0,2000-07-22
102,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x2nd.week,80.0,2000-04-15
103,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x14th.week,43.0,2000-07-08
104,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x20th.week,26.0,2000-08-19
105,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x1st.week,80.0,2000-04-08
106,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,x4th.week,79.0,2000-04-29
107,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x12th.week,83.0,2000-11-11
108,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x14th.week,92.0,2000-11-25
109,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x13th.week,86.0,2000-11-18
110,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x15th.week,100.0,2000-12-02
111,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x7th.week,43.0,2000-10-07
112,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x1st.week,99.0,2000-08-26
113,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x6th.week,37.0,2000-09-30
114,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x5th.week,35.0,2000-09-23
115,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x4th.week,35.0,2000-09-16
116,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x4th.week,35.0,2000-09-16
117,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x4th.week,35.0,2000-09-16
118,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x9th.week,51.0,2000-10-21
119,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x10th.week,55.0,2000-10-28
120,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x8th.week,79.0,2000-10-14
121,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x11th.week,67.0,2000-11-04
122,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x3rd.week,57.0,2000-09-09
123,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,x2nd.week,75.0,2000-09-02
124,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x4th.week,52.0,2000-05-27
125,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x11th.week,11.0,2000-07-15
126,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x4th.week,52.0,2000-05-27
127,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x4th.week,52.0,2000-05-27
128,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x8th.week,20.0,2000-06-24
129,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x7th.week,26.0,2000-06-17
130,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x9th.week,17.0,2000-07-01
131,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x13th.week,6.0,2000-07-29
132,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x1st.week,85.0,2000-05-06
133,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x6th.week,34.0,2000-06-10
134,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x10th.week,13.0,2000-07-08
135,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x5th.week,39.0,2000-06-03
136,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x12th.week,6.0,2000-07-22
137,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x3rd.week,59.0,2000-05-20
138,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x14th.week,8.0,2000-08-05
139,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x23rd.week,26.0,2000-10-07
140,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x17th.week,8.0,2000-08-26
141,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x22nd.week,18.0,2000-09-30
142,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x27th.week,48.0,2000-11-04
143,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x2nd.week,71.0,2000-05-13
144,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x19th.week,11.0,2000-09-09
145,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x20th.week,12.0,2000-09-16
146,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x25th.week,36.0,2000-10-21
147,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x21st.week,14.0,2000-09-23
148,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x16th.week,7.0,2000-08-19
149,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x26th.week,41.0,2000-10-28
150,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x18th.week,9.0,2000-09-02
151,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x24th.week,30.0,2000-10-14
152,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,x15th.week,8.0,2000-08-12
153,2000,De La Soul,All Good?,5:02,Rap,2000-12-23,2000-12-23,x1st.week,96.0,2000-12-23
154,2000,De La Soul,All Good?,5:02,Rap,2000-12-23,2000-12-23,x2nd.week,96.0,2000-12-30
155,2000,De La Soul,All Good?,5:02,Rap,2000-12-23,2000-12-23,x3rd.week,100.0,2001-01-06
156,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x19th.week,18.0,2000-04-08
157,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x2nd.week,76.0,1999-12-11
158,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x10th.week,15.0,2000-02-05
159,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x21st.week,33.0,2000-04-22
160,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x4th.week,59.0,1999-12-25
161,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x20th.week,23.0,2000-04-15
162,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x4th.week,59.0,1999-12-25
163,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x7th.week,50.0,2000-01-15
164,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x1st.week,89.0,1999-12-04
165,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x9th.week,26.0,2000-01-29
166,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x22nd.week,41.0,2000-04-29
167,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x15th.week,9.0,2000-03-11
168,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x3rd.week,69.0,1999-12-18
169,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x12th.week,6.0,2000-02-19
170,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x17th.week,14.0,2000-03-25
171,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x4th.week,59.0,1999-12-25
172,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x23rd.week,43.0,2000-05-06
173,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x5th.week,59.0,2000-01-01
174,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x13th.week,8.0,2000-02-26
175,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x16th.week,11.0,2000-03-18
176,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x14th.week,8.0,2000-03-04
177,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x8th.week,35.0,2000-01-22
178,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x18th.week,16.0,2000-04-01
179,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x6th.week,51.0,2000-01-08
180,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,x11th.week,7.0,2000-02-12
181,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x31st.week,45.0,2000-01-01
182,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x43rd.week,3.0,2000-03-25
183,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x61st.week,42.0,2000-07-29
184,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x42nd.week,2.0,2000-03-18
185,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x8th.week,29.0,1999-07-24
186,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x41st.week,1.0,2000-03-11
187,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x59th.week,32.0,2000-07-15
188,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x5th.week,38.0,1999-07-03
189,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x34th.week,17.0,2000-01-22
190,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x4th.week,39.0,1999-06-26
191,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x6th.week,33.0,1999-07-10
192,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x62nd.week,42.0,2000-08-05
193,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x33rd.week,23.0,2000-01-15
194,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x38th.week,18.0,2000-02-19
195,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x64th.week,50.0,2000-08-19
196,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x32nd.week,45.0,2000-01-08
197,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x44th.week,4.0,2000-04-01
198,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x60th.week,37.0,2000-07-22
199,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x7th.week,29.0,1999-07-17
200,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x58th.week,31.0,2000-07-08
201,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x4th.week,39.0,1999-06-26
202,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x2nd.week,54.0,1999-06-12
203,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x19th.week,43.0,1999-10-09
204,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x3rd.week,44.0,1999-06-19
205,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x53rd.week,20.0,2000-06-03
206,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x46th.week,5.0,2000-04-15
207,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x50th.week,10.0,2000-05-13
208,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x4th.week,39.0,1999-06-26
209,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x49th.week,9.0,2000-05-06
210,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x54th.week,22.0,2000-06-10
211,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x52nd.week,15.0,2000-05-27
212,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x10th.week,27.0,1999-08-07
213,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x40th.week,1.0,2000-03-04
214,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x16th.week,35.0,1999-09-18
215,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x35th.week,14.0,2000-01-29
216,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x39th.week,3.0,2000-02-26
217,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x55th.week,22.0,2000-06-17
218,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x37th.week,18.0,2000-02-12
219,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x47th.week,6.0,2000-04-22
220,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x30th.week,45.0,1999-12-25
221,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x11th.week,26.0,1999-08-14
222,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x56th.week,25.0,2000-06-24
223,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x18th.week,40.0,1999-10-02
224,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x17th.week,35.0,1999-09-25
225,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x15th.week,33.0,1999-09-11
226,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,x48th.week,8.0,2000-04-29
